YEAR,COUNTY,HOSPITAL,OSHPDID,Procedure,Volume,Longitude,Latitude
2016,Imperial,El Centro Regional Medical Center,106130699,"AAA Repair (Ruptured, Endovascular)",.,-115.49824,32.78138
2016,Imperial,El Centro Regional Medical Center,106130699,Pancreatic Resection (Other),.,-115.49824,32.78138
2016,Imperial,El Centro Regional Medical Center,106130699,Esophageal Resection,.,-115.49824,32.78138
2016,Imperial,Pioneers Memorial Healthcare District,106130760,PCI,.,-115.55183,32.96003
2016,Imperial,Pioneers Memorial Healthcare District,106130760,CABG,.,-115.55183,32.96003
2016,Imperial,Pioneers Memorial Healthcare District,106130760,"AAA Repair (Un-ruptured, Endovascular)",.,-115.55183,32.96003
2016,Imperial,Pioneers Memorial Healthcare District,106130760,Carotid Endarterectomy,.,-115.55183,32.96003
2016,Imperial,Pioneers Memorial Healthcare District,106130760,"AAA Repair (Ruptured, Endovascular)",.,-115.55183,32.96003
2016,Imperial,Pioneers Memorial Healthcare District,106130760,"AAA Repair (Un-ruptured, Open)",.,-115.55183,32.96003
2016,Imperial,Pioneers Memorial Healthcare District,106130760,"AAA Repair (Ruptured, Open)",.,-115.55183,32.96003
2016,Imperial,Pioneers Memorial Healthcare District,106130760,AAA Repair,.,-115.55183,32.96003
2016,Imperial,Pioneers Memorial Healthcare District,106130760,Pancreatic Resection (Other),.,-115.55183,32.96003
2016,Imperial,Pioneers Memorial Healthcare District,106130760,Pancreatic Resection (Cancer),.,-115.55183,32.96003
2016,Imperial,Pioneers Memorial Healthcare District,106130760,Pancreatic Resection,.,-115.55183,32.96003
2016,Imperial,Pioneers Memorial Healthcare District,106130760,Esophageal Resection,.,-115.55183,32.96003
2016,Inyo,Northern Inyo Hospital,106141273,Pancreatic Resection,.,-118.40756,37.36207
2016,Inyo,Northern Inyo Hospital,106141273,Pancreatic Resection (Cancer),.,-118.40756,37.36207
2016,Inyo,Northern Inyo Hospital,106141273,Esophageal Resection,.,-118.40756,37.36207
2016,Inyo,Northern Inyo Hospital,106141273,Carotid Endarterectomy,.,-118.40756,37.36207
2016,Inyo,Northern Inyo Hospital,106141273,PCI,.,-118.40756,37.36207
2016,Inyo,Northern Inyo Hospital,106141273,CABG,.,-118.40756,37.36207
2016,Inyo,Northern Inyo Hospital,106141273,"AAA Repair (Ruptured, Endovascular)",.,-118.40756,37.36207
2016,Inyo,Northern Inyo Hospital,106141273,"AAA Repair (Un-ruptured, Open)",.,-118.40756,37.36207
2016,Inyo,Northern Inyo Hospital,106141273,"AAA Repair (Ruptured, Open)",.,-118.40756,37.36207
2016,Inyo,Northern Inyo Hospital,106141273,Pancreatic Resection (Other),.,-118.40756,37.36207
2016,Inyo,Northern Inyo Hospital,106141273,"AAA Repair (Un-ruptured, Endovascular)",.,-118.40756,37.36207
2016,Inyo,Northern Inyo Hospital,106141273,AAA Repair,.,-118.40756,37.36207
2016,Inyo,Southern Inyo Hospital,106141338,"AAA Repair (Ruptured, Open)",.,-118.05816,36.6084
2016,Inyo,Southern Inyo Hospital,106141338,"AAA Repair (Un-ruptured, Open)",.,-118.05816,36.6084
2016,Inyo,Southern Inyo Hospital,106141338,CABG,.,-118.05816,36.6084
2016,Inyo,Southern Inyo Hospital,106141338,"AAA Repair (Un-ruptured, Endovascular)",.,-118.05816,36.6084
2016,Inyo,Southern Inyo Hospital,106141338,PCI,.,-118.05816,36.6084
2016,Inyo,Southern Inyo Hospital,106141338,Carotid Endarterectomy,.,-118.05816,36.6084
2016,Inyo,Southern Inyo Hospital,106141338,"AAA Repair (Ruptured, Endovascular)",.,-118.05816,36.6084
2016,Inyo,Southern Inyo Hospital,106141338,AAA Repair,.,-118.05816,36.6084
2016,Inyo,Southern Inyo Hospital,106141338,Pancreatic Resection (Other),.,-118.05816,36.6084
2016,Inyo,Southern Inyo Hospital,106141338,Pancreatic Resection (Cancer),.,-118.05816,36.6084
2016,Inyo,Southern Inyo Hospital,106141338,Pancreatic Resection,.,-118.05816,36.6084
2016,Inyo,Southern Inyo Hospital,106141338,Esophageal Resection,.,-118.05816,36.6084
2016,Kern,Delano Regional Medical Center,106150706,Pancreatic Resection (Cancer),.,-119.23706,35.76143
2016,Kern,Delano Regional Medical Center,106150706,PCI,.,-119.23706,35.76143
2016,Kern,Delano Regional Medical Center,106150706,Carotid Endarterectomy,.,-119.23706,35.76143
2016,Kern,Delano Regional Medical Center,106150706,CABG,.,-119.23706,35.76143
2016,Kern,Delano Regional Medical Center,106150706,"AAA Repair (Ruptured, Endovascular)",.,-119.23706,35.76143
2016,Kern,Delano Regional Medical Center,106150706,Pancreatic Resection (Other),.,-119.23706,35.76143
2016,Kern,Delano Regional Medical Center,106150706,Pancreatic Resection,.,-119.23706,35.76143
2016,Kern,Delano Regional Medical Center,106150706,Esophageal Resection,.,-119.23706,35.76143
2016,Kern,Delano Regional Medical Center,106150706,"AAA Repair (Un-ruptured, Open)",.,-119.23706,35.76143
2016,Kern,Delano Regional Medical Center,106150706,"AAA Repair (Ruptured, Open)",.,-119.23706,35.76143
2016,Kern,Delano Regional Medical Center,106150706,"AAA Repair (Un-ruptured, Endovascular)",.,-119.23706,35.76143
2016,Kern,Delano Regional Medical Center,106150706,AAA Repair,.,-119.23706,35.76143
2016,Kern,Bakersfield Memorial Hospital,106150722,PCI,275,-119.00658,35.39051
2016,Kern,Bakersfield Memorial Hospital,106150722,CABG,117,-119.00658,35.39051
2016,Kern,Bakersfield Memorial Hospital,106150722,Carotid Endarterectomy,53,-119.00658,35.39051
2016,Kern,Bakersfield Memorial Hospital,106150722,"AAA Repair (Ruptured, Endovascular)",1,-119.00658,35.39051
2016,Kern,Bakersfield Memorial Hospital,106150722,Pancreatic Resection (Other),.,-119.00658,35.39051
2016,Kern,Bakersfield Memorial Hospital,106150722,Pancreatic Resection (Cancer),1,-119.00658,35.39051
2016,Kern,Bakersfield Memorial Hospital,106150722,Pancreatic Resection,1,-119.00658,35.39051
2016,Kern,Bakersfield Memorial Hospital,106150722,Esophageal Resection,.,-119.00658,35.39051
2016,Kern,Bakersfield Memorial Hospital,106150722,"AAA Repair (Ruptured, Open)",.,-119.00658,35.39051
2016,Kern,Bakersfield Memorial Hospital,106150722,"AAA Repair (Un-ruptured, Open)",1,-119.00658,35.39051
2016,Kern,Bakersfield Memorial Hospital,106150722,"AAA Repair (Un-ruptured, Endovascular)",42,-119.00658,35.39051
2016,Kern,Bakersfield Memorial Hospital,106150722,AAA Repair,44,-119.00658,35.39051
2016,Kern,Kern Medical Center,106150736,Carotid Endarterectomy,.,-118.967222,35.380833
2016,Kern,Kern Medical Center,106150736,CABG,.,-118.967222,35.380833
2016,Kern,Kern Medical Center,106150736,"AAA Repair (Un-ruptured, Endovascular)",.,-118.967222,35.380833
2016,Kern,Kern Medical Center,106150736,"AAA Repair (Ruptured, Endovascular)",.,-118.967222,35.380833
2016,Kern,Kern Medical Center,106150736,"AAA Repair (Ruptured, Open)",.,-118.967222,35.380833
2016,Kern,Kern Medical Center,106150736,AAA Repair,.,-118.967222,35.380833
2016,Kern,Kern Medical Center,106150736,Pancreatic Resection (Other),9,-118.967222,35.380833
2016,Kern,Kern Medical Center,106150736,Pancreatic Resection (Cancer),2,-118.967222,35.380833
2016,Kern,Kern Medical Center,106150736,Pancreatic Resection,11,-118.967222,35.380833
2016,Kern,Kern Medical Center,106150736,Esophageal Resection,1,-118.967222,35.380833
2016,Kern,Kern Medical Center,106150736,"AAA Repair (Un-ruptured, Open)",.,-118.967222,35.380833
2016,Kern,Kern Medical Center,106150736,PCI,.,-118.967222,35.380833
2016,Kern,Kern Valley Healthcare District,106150737,PCI,.,-118.40509,35.63486
2016,Kern,Kern Valley Healthcare District,106150737,"AAA Repair (Un-ruptured, Open)",.,-118.40509,35.63486
2016,Kern,Kern Valley Healthcare District,106150737,Carotid Endarterectomy,.,-118.40509,35.63486
2016,Kern,Kern Valley Healthcare District,106150737,CABG,.,-118.40509,35.63486
2016,Kern,Kern Valley Healthcare District,106150737,"AAA Repair (Un-ruptured, Endovascular)",.,-118.40509,35.63486
2016,Kern,Kern Valley Healthcare District,106150737,"AAA Repair (Ruptured, Endovascular)",.,-118.40509,35.63486
2016,Kern,Kern Valley Healthcare District,106150737,"AAA Repair (Ruptured, Open)",.,-118.40509,35.63486
2016,Kern,Kern Valley Healthcare District,106150737,AAA Repair,.,-118.40509,35.63486
2016,Kern,Kern Valley Healthcare District,106150737,Pancreatic Resection (Other),.,-118.40509,35.63486
2016,Kern,Kern Valley Healthcare District,106150737,Pancreatic Resection (Cancer),.,-118.40509,35.63486
2016,Kern,Kern Valley Healthcare District,106150737,Pancreatic Resection,.,-118.40509,35.63486
2016,Kern,Kern Valley Healthcare District,106150737,Esophageal Resection,.,-118.40509,35.63486
2016,Kern,Mercy Hospital – Bakersfield,106150761,"AAA Repair (Un-ruptured, Open)",1,-119.02715,35.37323
2016,Kern,Mercy Hospital – Bakersfield,106150761,PCI,.,-119.02715,35.37323
2016,Kern,Mercy Hospital – Bakersfield,106150761,Carotid Endarterectomy,23,-119.02715,35.37323
2016,Kern,Mercy Hospital – Bakersfield,106150761,CABG,.,-119.02715,35.37323
2016,Kern,Mercy Hospital – Bakersfield,106150761,"AAA Repair (Un-ruptured, Endovascular)",4,-119.02715,35.37323
2016,Kern,Mercy Hospital – Bakersfield,106150761,"AAA Repair (Ruptured, Endovascular)",.,-119.02715,35.37323
2016,Kern,Mercy Hospital – Bakersfield,106150761,"AAA Repair (Ruptured, Open)",.,-119.02715,35.37323
2016,Kern,Mercy Hospital – Bakersfield,106150761,AAA Repair,5,-119.02715,35.37323
2016,Kern,Mercy Hospital – Bakersfield,106150761,Pancreatic Resection (Other),.,-119.02715,35.37323
2016,Kern,Mercy Hospital – Bakersfield,106150761,Pancreatic Resection (Cancer),.,-119.02715,35.37323
2016,Kern,Mercy Hospital – Bakersfield,106150761,Pancreatic Resection,.,-119.02715,35.37323
2016,Kern,Mercy Hospital – Bakersfield,106150761,Esophageal Resection,2,-119.02715,35.37323
2016,Kern,Good Samaritan Hospital – Bakersfield,106150775,Carotid Endarterectomy,.,-119.03913,35.41216
2016,Kern,Good Samaritan Hospital – Bakersfield,106150775,PCI,.,-119.03913,35.41216
2016,Kern,Good Samaritan Hospital – Bakersfield,106150775,CABG,.,-119.03913,35.41216
2016,Kern,Good Samaritan Hospital – Bakersfield,106150775,"AAA Repair (Un-ruptured, Endovascular)",.,-119.03913,35.41216
2016,Kern,Good Samaritan Hospital – Bakersfield,106150775,"AAA Repair (Ruptured, Endovascular)",.,-119.03913,35.41216
2016,Kern,Good Samaritan Hospital – Bakersfield,106150775,"AAA Repair (Un-ruptured, Open)",.,-119.03913,35.41216
2016,Kern,Good Samaritan Hospital – Bakersfield,106150775,"AAA Repair (Ruptured, Open)",.,-119.03913,35.41216
2016,Kern,Good Samaritan Hospital – Bakersfield,106150775,AAA Repair,.,-119.03913,35.41216
2016,Kern,Good Samaritan Hospital – Bakersfield,106150775,Pancreatic Resection (Other),.,-119.03913,35.41216
2016,Kern,Good Samaritan Hospital – Bakersfield,106150775,Pancreatic Resection (Cancer),.,-119.03913,35.41216
2016,Kern,Good Samaritan Hospital – Bakersfield,106150775,Pancreatic Resection,.,-119.03913,35.41216
2016,Kern,Good Samaritan Hospital – Bakersfield,106150775,Esophageal Resection,.,-119.03913,35.41216
2016,Kern,Ridgecrest Regional Hospital,106150782,"AAA Repair (Un-ruptured, Open)",.,-117.66996,35.6404
2016,Kern,Ridgecrest Regional Hospital,106150782,Carotid Endarterectomy,.,-117.66996,35.6404
2016,Kern,Ridgecrest Regional Hospital,106150782,CABG,.,-117.66996,35.6404
2016,Kern,Ridgecrest Regional Hospital,106150782,"AAA Repair (Un-ruptured, Endovascular)",.,-117.66996,35.6404
2016,Kern,Ridgecrest Regional Hospital,106150782,"AAA Repair (Ruptured, Endovascular)",.,-117.66996,35.6404
2016,Kern,Ridgecrest Regional Hospital,106150782,"AAA Repair (Ruptured, Open)",.,-117.66996,35.6404
2016,Kern,Ridgecrest Regional Hospital,106150782,AAA Repair,.,-117.66996,35.6404
2016,Kern,Ridgecrest Regional Hospital,106150782,Pancreatic Resection (Other),.,-117.66996,35.6404
2016,Kern,Ridgecrest Regional Hospital,106150782,Pancreatic Resection (Cancer),.,-117.66996,35.6404
2016,Kern,Ridgecrest Regional Hospital,106150782,Pancreatic Resection,.,-117.66996,35.6404
2016,Kern,Ridgecrest Regional Hospital,106150782,Esophageal Resection,.,-117.66996,35.6404
2016,Kern,Ridgecrest Regional Hospital,106150782,PCI,.,-117.66996,35.6404
2016,Kern,San Joaquin Community Hospital,106150788,Carotid Endarterectomy,21,-119.018775,35.383064
2016,Kern,San Joaquin Community Hospital,106150788,CABG,102,-119.018775,35.383064
2016,Kern,San Joaquin Community Hospital,106150788,"AAA Repair (Un-ruptured, Endovascular)",.,-119.018775,35.383064
2016,Kern,San Joaquin Community Hospital,106150788,"AAA Repair (Ruptured, Endovascular)",.,-119.018775,35.383064
2016,Kern,San Joaquin Community Hospital,106150788,"AAA Repair (Un-ruptured, Open)",1,-119.018775,35.383064
2016,Kern,San Joaquin Community Hospital,106150788,"AAA Repair (Ruptured, Open)",1,-119.018775,35.383064
2016,Kern,San Joaquin Community Hospital,106150788,AAA Repair,2,-119.018775,35.383064
2016,Kern,San Joaquin Community Hospital,106150788,Pancreatic Resection (Other),.,-119.018775,35.383064
2016,Kern,San Joaquin Community Hospital,106150788,Pancreatic Resection (Cancer),.,-119.018775,35.383064
2016,Kern,San Joaquin Community Hospital,106150788,Pancreatic Resection,.,-119.018775,35.383064
2016,Kern,San Joaquin Community Hospital,106150788,Esophageal Resection,.,-119.018775,35.383064
2016,Kern,San Joaquin Community Hospital,106150788,PCI,367,-119.018775,35.383064
2016,Kern,Adventist Health Medical Center Tehachapi Valley,106150808,AAA Repair,.,-118.4482,35.13004
2016,Kern,Adventist Health Medical Center Tehachapi Valley,106150808,"AAA Repair (Ruptured, Open)",.,-118.4482,35.13004
2016,Kern,Adventist Health Medical Center Tehachapi Valley,106150808,"AAA Repair (Un-ruptured, Endovascular)",.,-118.4482,35.13004
2016,Kern,Adventist Health Medical Center Tehachapi Valley,106150808,"AAA Repair (Un-ruptured, Open)",.,-118.4482,35.13004
2016,Kern,Adventist Health Medical Center Tehachapi Valley,106150808,Pancreatic Resection,.,-118.4482,35.13004
2016,Kern,Adventist Health Medical Center Tehachapi Valley,106150808,Pancreatic Resection (Cancer),.,-118.4482,35.13004
2016,Kern,Adventist Health Medical Center Tehachapi Valley,106150808,Esophageal Resection,.,-118.4482,35.13004
2016,Kern,Adventist Health Medical Center Tehachapi Valley,106150808,Carotid Endarterectomy,.,-118.4482,35.13004
2016,Kern,Adventist Health Medical Center Tehachapi Valley,106150808,"AAA Repair (Ruptured, Endovascular)",.,-118.4482,35.13004
2016,Kern,Adventist Health Medical Center Tehachapi Valley,106150808,Pancreatic Resection (Other),.,-118.4482,35.13004
2016,Kern,Adventist Health Medical Center Tehachapi Valley,106150808,CABG,.,-118.4482,35.13004
2016,Kern,Adventist Health Medical Center Tehachapi Valley,106150808,PCI,.,-118.4482,35.13004
2016,Kern,Bakersfield Heart Hospital,106154101,Carotid Endarterectomy,2,-119.04314,35.38619
2016,Kern,Bakersfield Heart Hospital,106154101,CABG,50,-119.04314,35.38619
2016,Kern,Bakersfield Heart Hospital,106154101,"AAA Repair (Un-ruptured, Endovascular)",13,-119.04314,35.38619
2016,Kern,Bakersfield Heart Hospital,106154101,"AAA Repair (Ruptured, Endovascular)",.,-119.04314,35.38619
2016,Kern,Bakersfield Heart Hospital,106154101,"AAA Repair (Un-ruptured, Open)",.,-119.04314,35.38619
2016,Kern,Bakersfield Heart Hospital,106154101,"AAA Repair (Ruptured, Open)",.,-119.04314,35.38619
2016,Kern,Bakersfield Heart Hospital,106154101,AAA Repair,13,-119.04314,35.38619
2016,Kern,Bakersfield Heart Hospital,106154101,Pancreatic Resection (Other),.,-119.04314,35.38619
2016,Kern,Bakersfield Heart Hospital,106154101,Pancreatic Resection,.,-119.04314,35.38619
2016,Kern,Bakersfield Heart Hospital,106154101,Esophageal Resection,.,-119.04314,35.38619
2016,Kern,Bakersfield Heart Hospital,106154101,PCI,350,-119.04314,35.38619
2016,Kern,Bakersfield Heart Hospital,106154101,Pancreatic Resection (Cancer),.,-119.04314,35.38619
2016,Kings,Adventist Medical Center,106164029,Carotid Endarterectomy,7,-119.6683912,36.3256247
2016,Kings,Adventist Medical Center,106164029,PCI,1,-119.6683912,36.3256247
2016,Kings,Adventist Medical Center,106164029,CABG,.,-119.6683912,36.3256247
2016,Kings,Adventist Medical Center,106164029,"AAA Repair (Un-ruptured, Endovascular)",.,-119.6683912,36.3256247
2016,Kings,Adventist Medical Center,106164029,"AAA Repair (Ruptured, Endovascular)",.,-119.6683912,36.3256247
2016,Kings,Adventist Medical Center,106164029,"AAA Repair (Un-ruptured, Open)",.,-119.6683912,36.3256247
2016,Kings,Adventist Medical Center,106164029,"AAA Repair (Ruptured, Open)",.,-119.6683912,36.3256247
2016,Kings,Adventist Medical Center,106164029,AAA Repair,.,-119.6683912,36.3256247
2016,Kings,Adventist Medical Center,106164029,Pancreatic Resection (Other),.,-119.6683912,36.3256247
2016,Kings,Adventist Medical Center,106164029,Pancreatic Resection (Cancer),.,-119.6683912,36.3256247
2016,Kings,Adventist Medical Center,106164029,Pancreatic Resection,.,-119.6683912,36.3256247
2016,Kings,Adventist Medical Center,106164029,Esophageal Resection,5,-119.6683912,36.3256247
2016,Lake,Saint Helena Hospital – Clearlake,106171049,Carotid Endarterectomy,.,-122.6202,38.93619
2016,Lake,Saint Helena Hospital – Clearlake,106171049,PCI,.,-122.6202,38.93619
2016,Lake,Saint Helena Hospital – Clearlake,106171049,CABG,.,-122.6202,38.93619
2016,Lake,Saint Helena Hospital – Clearlake,106171049,"AAA Repair (Un-ruptured, Endovascular)",.,-122.6202,38.93619
2016,Lake,Saint Helena Hospital – Clearlake,106171049,"AAA Repair (Ruptured, Endovascular)",.,-122.6202,38.93619
2016,Lake,Saint Helena Hospital – Clearlake,106171049,"AAA Repair (Un-ruptured, Open)",.,-122.6202,38.93619
2016,Lake,Saint Helena Hospital – Clearlake,106171049,"AAA Repair (Ruptured, Open)",.,-122.6202,38.93619
2016,Lake,Saint Helena Hospital – Clearlake,106171049,AAA Repair,.,-122.6202,38.93619
2016,Lake,Saint Helena Hospital – Clearlake,106171049,Pancreatic Resection (Other),.,-122.6202,38.93619
2016,Lake,Saint Helena Hospital – Clearlake,106171049,Pancreatic Resection (Cancer),.,-122.6202,38.93619
2016,Lake,Saint Helena Hospital – Clearlake,106171049,Pancreatic Resection,.,-122.6202,38.93619
2016,Lake,Saint Helena Hospital – Clearlake,106171049,Esophageal Resection,.,-122.6202,38.93619
2016,Lake,Sutter Lakeside Hospital,106171395,Carotid Endarterectomy,.,-122.91003,39.10232
2016,Lake,Sutter Lakeside Hospital,106171395,PCI,.,-122.91003,39.10232
2016,Lake,Sutter Lakeside Hospital,106171395,CABG,.,-122.91003,39.10232
2016,Lake,Sutter Lakeside Hospital,106171395,"AAA Repair (Un-ruptured, Endovascular)",.,-122.91003,39.10232
2016,Lake,Sutter Lakeside Hospital,106171395,"AAA Repair (Ruptured, Endovascular)",.,-122.91003,39.10232
2016,Lake,Sutter Lakeside Hospital,106171395,"AAA Repair (Un-ruptured, Open)",.,-122.91003,39.10232
2016,Lake,Sutter Lakeside Hospital,106171395,"AAA Repair (Ruptured, Open)",.,-122.91003,39.10232
2016,Lake,Sutter Lakeside Hospital,106171395,AAA Repair,.,-122.91003,39.10232
2016,Lake,Sutter Lakeside Hospital,106171395,Pancreatic Resection (Other),.,-122.91003,39.10232
2016,Lake,Sutter Lakeside Hospital,106171395,Pancreatic Resection (Cancer),.,-122.91003,39.10232
2016,Lake,Sutter Lakeside Hospital,106171395,Pancreatic Resection,.,-122.91003,39.10232
2016,Lake,Sutter Lakeside Hospital,106171395,Esophageal Resection,.,-122.91003,39.10232
2016,Lassen,Banner Lassen Medical Center,106184008,Carotid Endarterectomy,.,-120.64609,40.42306
2016,Lassen,Banner Lassen Medical Center,106184008,PCI,.,-120.64609,40.42306
2016,Lassen,Banner Lassen Medical Center,106184008,CABG,.,-120.64609,40.42306
2016,Lassen,Banner Lassen Medical Center,106184008,"AAA Repair (Un-ruptured, Endovascular)",.,-120.64609,40.42306
2016,Lassen,Banner Lassen Medical Center,106184008,"AAA Repair (Ruptured, Endovascular)",.,-120.64609,40.42306
2016,Lassen,Banner Lassen Medical Center,106184008,"AAA Repair (Un-ruptured, Open)",.,-120.64609,40.42306
2016,Lassen,Banner Lassen Medical Center,106184008,"AAA Repair (Ruptured, Open)",.,-120.64609,40.42306
2016,Lassen,Banner Lassen Medical Center,106184008,AAA Repair,.,-120.64609,40.42306
2016,Lassen,Banner Lassen Medical Center,106184008,Pancreatic Resection (Other),.,-120.64609,40.42306
2016,Lassen,Banner Lassen Medical Center,106184008,Pancreatic Resection (Cancer),.,-120.64609,40.42306
2016,Lassen,Banner Lassen Medical Center,106184008,Pancreatic Resection,.,-120.64609,40.42306
2016,Lassen,Banner Lassen Medical Center,106184008,Esophageal Resection,.,-120.64609,40.42306
2016,Los Angeles,Alhambra Hospital Medical Center,106190017,Carotid Endarterectomy,2,-118.1449,34.08988
2016,Los Angeles,Alhambra Hospital Medical Center,106190017,PCI,.,-118.1449,34.08988
2016,Los Angeles,Alhambra Hospital Medical Center,106190017,CABG,.,-118.1449,34.08988
2016,Los Angeles,Alhambra Hospital Medical Center,106190017,"AAA Repair (Un-ruptured, Endovascular)",.,-118.1449,34.08988
2016,Los Angeles,Alhambra Hospital Medical Center,106190017,"AAA Repair (Ruptured, Endovascular)",.,-118.1449,34.08988
2016,Los Angeles,Alhambra Hospital Medical Center,106190017,"AAA Repair (Un-ruptured, Open)",.,-118.1449,34.08988
2016,Los Angeles,Alhambra Hospital Medical Center,106190017,"AAA Repair (Ruptured, Open)",.,-118.1449,34.08988
2016,Los Angeles,Alhambra Hospital Medical Center,106190017,AAA Repair,.,-118.1449,34.08988
2016,Los Angeles,Alhambra Hospital Medical Center,106190017,Pancreatic Resection (Other),.,-118.1449,34.08988
2016,Los Angeles,Alhambra Hospital Medical Center,106190017,Pancreatic Resection (Cancer),.,-118.1449,34.08988
2016,Los Angeles,Alhambra Hospital Medical Center,106190017,Pancreatic Resection,.,-118.1449,34.08988
2016,Los Angeles,Alhambra Hospital Medical Center,106190017,Esophageal Resection,.,-118.1449,34.08988
2016,Los Angeles,Antelope Valley Hospital,106190034,Carotid Endarterectomy,12,-118.157981,34.6878
2016,Los Angeles,Antelope Valley Hospital,106190034,PCI,225,-118.157981,34.6878
2016,Los Angeles,Antelope Valley Hospital,106190034,CABG,5,-118.157981,34.6878
2016,Los Angeles,Antelope Valley Hospital,106190034,"AAA Repair (Un-ruptured, Endovascular)",6,-118.157981,34.6878
2016,Los Angeles,Antelope Valley Hospital,106190034,"AAA Repair (Ruptured, Endovascular)",.,-118.157981,34.6878
2016,Los Angeles,Antelope Valley Hospital,106190034,"AAA Repair (Un-ruptured, Open)",1,-118.157981,34.6878
2016,Los Angeles,Antelope Valley Hospital,106190034,"AAA Repair (Ruptured, Open)",2,-118.157981,34.6878
2016,Los Angeles,Antelope Valley Hospital,106190034,AAA Repair,9,-118.157981,34.6878
2016,Los Angeles,Antelope Valley Hospital,106190034,Pancreatic Resection (Other),3,-118.157981,34.6878
2016,Los Angeles,Antelope Valley Hospital,106190034,Pancreatic Resection (Cancer),1,-118.157981,34.6878
2016,Los Angeles,Antelope Valley Hospital,106190034,Pancreatic Resection,4,-118.157981,34.6878
2016,Los Angeles,Antelope Valley Hospital,106190034,Esophageal Resection,1,-118.157981,34.6878
2016,Los Angeles,Catalina Island Medical Center,106190045,Carotid Endarterectomy,.,-118.33369,33.33887
2016,Los Angeles,Catalina Island Medical Center,106190045,CABG,.,-118.33369,33.33887
2016,Los Angeles,Catalina Island Medical Center,106190045,"AAA Repair (Un-ruptured, Endovascular)",.,-118.33369,33.33887
2016,Los Angeles,Catalina Island Medical Center,106190045,"AAA Repair (Ruptured, Endovascular)",.,-118.33369,33.33887
2016,Los Angeles,Catalina Island Medical Center,106190045,"AAA Repair (Ruptured, Open)",.,-118.33369,33.33887
2016,Los Angeles,Catalina Island Medical Center,106190045,AAA Repair,.,-118.33369,33.33887
2016,Los Angeles,Catalina Island Medical Center,106190045,Pancreatic Resection (Other),.,-118.33369,33.33887
2016,Los Angeles,Catalina Island Medical Center,106190045,Pancreatic Resection (Cancer),.,-118.33369,33.33887
2016,Los Angeles,Catalina Island Medical Center,106190045,Pancreatic Resection,.,-118.33369,33.33887
2016,Los Angeles,Catalina Island Medical Center,106190045,Esophageal Resection,.,-118.33369,33.33887
2016,Los Angeles,Catalina Island Medical Center,106190045,"AAA Repair (Un-ruptured, Open)",.,-118.33369,33.33887
2016,Los Angeles,Catalina Island Medical Center,106190045,PCI,.,-118.33369,33.33887
2016,Los Angeles,Kindred Hospital – Baldwin Park,106190049,PCI,.,-117.967611,34.06288
2016,Los Angeles,Kindred Hospital – Baldwin Park,106190049,Carotid Endarterectomy,.,-117.967611,34.06288
2016,Los Angeles,Kindred Hospital – Baldwin Park,106190049,CABG,.,-117.967611,34.06288
2016,Los Angeles,Kindred Hospital – Baldwin Park,106190049,"AAA Repair (Un-ruptured, Endovascular)",.,-117.967611,34.06288
2016,Los Angeles,Kindred Hospital – Baldwin Park,106190049,"AAA Repair (Ruptured, Endovascular)",.,-117.967611,34.06288
2016,Los Angeles,Kindred Hospital – Baldwin Park,106190049,"AAA Repair (Ruptured, Open)",.,-117.967611,34.06288
2016,Los Angeles,Kindred Hospital – Baldwin Park,106190049,AAA Repair,.,-117.967611,34.06288
2016,Los Angeles,Kindred Hospital – Baldwin Park,106190049,Pancreatic Resection (Other),.,-117.967611,34.06288
2016,Los Angeles,Kindred Hospital – Baldwin Park,106190049,Pancreatic Resection,.,-117.967611,34.06288
2016,Los Angeles,Kindred Hospital – Baldwin Park,106190049,Esophageal Resection,.,-117.967611,34.06288
2016,Los Angeles,Kindred Hospital – Baldwin Park,106190049,Pancreatic Resection (Cancer),.,-117.967611,34.06288
2016,Los Angeles,Kindred Hospital – Baldwin Park,106190049,"AAA Repair (Un-ruptured, Open)",.,-117.967611,34.06288
2016,Los Angeles,Barlow Respiratory Hospital,106190052,Carotid Endarterectomy,.,-118.24744,34.08058
2016,Los Angeles,Barlow Respiratory Hospital,106190052,PCI,.,-118.24744,34.08058
2016,Los Angeles,Barlow Respiratory Hospital,106190052,CABG,.,-118.24744,34.08058
2016,Los Angeles,Barlow Respiratory Hospital,106190052,"AAA Repair (Un-ruptured, Endovascular)",.,-118.24744,34.08058
2016,Los Angeles,Barlow Respiratory Hospital,106190052,"AAA Repair (Ruptured, Endovascular)",.,-118.24744,34.08058
2016,Los Angeles,Barlow Respiratory Hospital,106190052,"AAA Repair (Un-ruptured, Open)",.,-118.24744,34.08058
2016,Los Angeles,Barlow Respiratory Hospital,106190052,"AAA Repair (Ruptured, Open)",.,-118.24744,34.08058
2016,Los Angeles,Barlow Respiratory Hospital,106190052,AAA Repair,.,-118.24744,34.08058
2016,Los Angeles,Barlow Respiratory Hospital,106190052,Pancreatic Resection (Other),.,-118.24744,34.08058
2016,Los Angeles,Barlow Respiratory Hospital,106190052,Pancreatic Resection (Cancer),.,-118.24744,34.08058
2016,Los Angeles,Barlow Respiratory Hospital,106190052,Pancreatic Resection,.,-118.24744,34.08058
2016,Los Angeles,Barlow Respiratory Hospital,106190052,Esophageal Resection,.,-118.24744,34.08058
