year,county,oshpd_id,surgery,#_of_cases,hospital
2020,mendocino,106231013,stomach,1,adventist health mendocino coast
2020,mendocino,106231013,breast,2,adventist health mendocino coast
2020,mendocino,106231013,rectum,2,adventist health mendocino coast
2021,mendocino,106231013,breast,7,adventist health mendocino coast
2021,mendocino,106231013,colon,2,adventist health mendocino coast
2021,mendocino,106231013,rectum,3,adventist health mendocino coast
2022,mendocino,106231013,rectum,1,adventist health mendocino coast
2022,mendocino,106231013,colon,1,adventist health mendocino coast
2022,mendocino,106231013,breast,4,adventist health mendocino coast
2023,mendocino,106231013,breast,3,adventist health mendocino coast
2013,mendocino,106231396,lung,2,adventist health ukiah valley
2013,mendocino,106231396,rectum,1,adventist health ukiah valley
2013,mendocino,106231396,colon,7,adventist health ukiah valley
2013,mendocino,106231396,breast,103,adventist health ukiah valley
2014,mendocino,106231396,breast,94,adventist health ukiah valley
2014,mendocino,106231396,colon,9,adventist health ukiah valley
2014,mendocino,106231396,lung,3,adventist health ukiah valley
2014,mendocino,106231396,rectum,2,adventist health ukiah valley
2015,mendocino,106231396,rectum,4,adventist health ukiah valley
2015,mendocino,106231396,lung,1,adventist health ukiah valley
2015,mendocino,106231396,colon,3,adventist health ukiah valley
2015,mendocino,106231396,breast,75,adventist health ukiah valley
2016,mendocino,106231396,rectum,6,adventist health ukiah valley
2016,mendocino,106231396,lung,2,adventist health ukiah valley
2016,mendocino,106231396,colon,10,adventist health ukiah valley
2016,mendocino,106231396,breast,100,adventist health ukiah valley
2017,mendocino,106231396,colon,19,adventist health ukiah valley
2017,mendocino,106231396,lung,3,adventist health ukiah valley
2017,mendocino,106231396,rectum,1,adventist health ukiah valley
2017,mendocino,106231396,breast,102,adventist health ukiah valley
2018,mendocino,106231396,breast,101,adventist health ukiah valley
2018,mendocino,106231396,colon,12,adventist health ukiah valley
2018,mendocino,106231396,rectum,4,adventist health ukiah valley
2018,mendocino,106231396,stomach,3,adventist health ukiah valley
2018,mendocino,106231396,lung,3,adventist health ukiah valley
2019,mendocino,106231396,breast,87,adventist health ukiah valley
2019,mendocino,106231396,liver,2,adventist health ukiah valley
2019,mendocino,106231396,colon,16,adventist health ukiah valley
2019,mendocino,106231396,lung,2,adventist health ukiah valley
2019,mendocino,106231396,rectum,9,adventist health ukiah valley
2020,mendocino,106231396,liver,2,adventist health ukiah valley
2020,mendocino,106231396,breast,53,adventist health ukiah valley
2020,mendocino,106231396,colon,12,adventist health ukiah valley
2020,mendocino,106231396,lung,2,adventist health ukiah valley
2020,mendocino,106231396,rectum,1,adventist health ukiah valley
2021,mendocino,106231396,prostate,1,adventist health ukiah valley
2021,mendocino,106231396,rectum,1,adventist health ukiah valley
2021,mendocino,106231396,breast,51,adventist health ukiah valley
2021,mendocino,106231396,colon,8,adventist health ukiah valley
2021,mendocino,106231396,lung,1,adventist health ukiah valley
2021,mendocino,106231396,stomach,2,adventist health ukiah valley
2022,mendocino,106231396,stomach,3,adventist health ukiah valley
2022,mendocino,106231396,rectum,7,adventist health ukiah valley
2022,mendocino,106231396,prostate,7,adventist health ukiah valley
2022,mendocino,106231396,lung,1,adventist health ukiah valley
2022,mendocino,106231396,colon,18,adventist health ukiah valley
2022,mendocino,106231396,breast,27,adventist health ukiah valley
2023,mendocino,106231396,breast,56,adventist health ukiah valley
2023,mendocino,106231396,colon,15,adventist health ukiah valley
2023,mendocino,106231396,rectum,4,adventist health ukiah valley
2023,mendocino,106231396,stomach,1,adventist health ukiah valley
2013,mendocino,106230949,breast,1,frank r. howard memorial hospital
2014,mendocino,106230949,colon,3,frank r. howard memorial hospital
2014,mendocino,106230949,rectum,1,frank r. howard memorial hospital
2015,mendocino,106230949,colon,5,frank r. howard memorial hospital
2013,merced,106240924,breast,6,memorial hospital los banos
2014,merced,106240924,breast,5,memorial hospital los banos
2015,merced,106240924,colon,1,memorial hospital los banos
2015,merced,106240924,breast,1,memorial hospital los banos
2017,merced,106240924,breast,1,memorial hospital los banos
2017,merced,106240924,colon,4,memorial hospital los banos
2018,merced,106240924,colon,2,memorial hospital los banos
2019,merced,106240924,breast,1,memorial hospital los banos
2019,merced,106240924,colon,1,memorial hospital los banos
2022,merced,106240924,colon,1,memorial hospital los banos
2023,merced,106240924,colon,1,memorial hospital los banos
2013,merced,106240942,colon,12,mercy medical center  merced
2013,merced,106240942,prostate,3,mercy medical center  merced
2013,merced,106240942,breast,34,mercy medical center  merced
2013,merced,106240942,rectum,3,mercy medical center  merced
2014,merced,106240942,breast,28,mercy medical center  merced
2014,merced,106240942,colon,23,mercy medical center  merced
2014,merced,106240942,prostate,7,mercy medical center  merced
2014,merced,106240942,rectum,2,mercy medical center  merced
2015,merced,106240942,breast,26,mercy medical center  merced
2015,merced,106240942,colon,24,mercy medical center  merced
2015,merced,106240942,rectum,3,mercy medical center  merced
2016,merced,106240942,stomach,2,mercy medical center  merced
2016,merced,106240942,rectum,4,mercy medical center  merced
2016,merced,106240942,prostate,2,mercy medical center  merced
2016,merced,106240942,liver,4,mercy medical center  merced
2016,merced,106240942,colon,19,mercy medical center  merced
2016,merced,106240942,breast,40,mercy medical center  merced
2017,merced,106240942,breast,27,mercy medical center  merced
2017,merced,106240942,prostate,1,mercy medical center  merced
2017,merced,106240942,stomach,1,mercy medical center  merced
2017,merced,106240942,rectum,8,mercy medical center  merced
2017,merced,106240942,liver,1,mercy medical center  merced
2017,merced,106240942,colon,23,mercy medical center  merced
2018,merced,106240942,breast,26,mercy medical center  merced
2018,merced,106240942,colon,13,mercy medical center  merced
2018,merced,106240942,rectum,4,mercy medical center  merced
2019,merced,106240942,breast,35,mercy medical center  merced
2019,merced,106240942,liver,5,mercy medical center  merced
2019,merced,106240942,prostate,1,mercy medical center  merced
2019,merced,106240942,rectum,13,mercy medical center  merced
2019,merced,106240942,stomach,4,mercy medical center  merced
2019,merced,106240942,colon,26,mercy medical center  merced
2020,merced,106240942,liver,1,mercy medical center  merced
2020,merced,106240942,breast,21,mercy medical center  merced
2020,merced,106240942,colon,21,mercy medical center  merced
2020,merced,106240942,rectum,12,mercy medical center  merced
2020,merced,106240942,prostate,2,mercy medical center  merced
2020,merced,106240942,stomach,2,mercy medical center  merced
2021,merced,106240942,liver,1,mercy medical center  merced
2021,merced,106240942,breast,25,mercy medical center  merced
2021,merced,106240942,colon,25,mercy medical center  merced
2021,merced,106240942,bladder,1,mercy medical center  merced
2021,merced,106240942,lung,4,mercy medical center  merced
2021,merced,106240942,prostate,2,mercy medical center  merced
2021,merced,106240942,rectum,3,mercy medical center  merced
2021,merced,106240942,stomach,4,mercy medical center  merced
2022,merced,106240942,rectum,4,mercy medical center  merced
2022,merced,106240942,prostate,9,mercy medical center  merced
2022,merced,106240942,stomach,5,mercy medical center  merced
2022,merced,106240942,colon,24,mercy medical center  merced
2022,merced,106240942,lung,7,mercy medical center  merced
2022,merced,106240942,breast,11,mercy medical center  merced
2022,merced,106240942,bladder,3,mercy medical center  merced
2023,merced,106240942,bladder,3,mercy medical center  merced
2023,merced,106240942,breast,20,mercy medical center  merced
2023,merced,106240942,colon,33,mercy medical center  merced
2023,merced,106240942,liver,2,mercy medical center  merced
2023,merced,106240942,lung,5,mercy medical center  merced
2023,merced,106240942,prostate,4,mercy medical center  merced
2023,merced,106240942,rectum,7,mercy medical center  merced
2023,merced,106240942,stomach,2,mercy medical center  merced
2013,mono,106260011,prostate,6,mammoth hospital
2014,mono,106260011,prostate,3,mammoth hospital
2015,mono,106260011,prostate,3,mammoth hospital
2013,monterey,106270744,pancreas,3,community hospital of the monterey peninsula
2013,monterey,106270744,prostate,1,community hospital of the monterey peninsula
2013,monterey,106270744,lung,20,community hospital of the monterey peninsula
2013,monterey,106270744,liver,1,community hospital of the monterey peninsula
2013,monterey,106270744,brain,14,community hospital of the monterey peninsula
2013,monterey,106270744,stomach,7,community hospital of the monterey peninsula
2013,monterey,106270744,breast,68,community hospital of the monterey peninsula
2013,monterey,106270744,colon,39,community hospital of the monterey peninsula
2013,monterey,106270744,rectum,15,community hospital of the monterey peninsula
2014,monterey,106270744,brain,9,community hospital of the monterey peninsula
2014,monterey,106270744,breast,84,community hospital of the monterey peninsula
2014,monterey,106270744,colon,22,community hospital of the monterey peninsula
2014,monterey,106270744,esophagus,2,community hospital of the monterey peninsula
2014,monterey,106270744,lung,28,community hospital of the monterey peninsula
2014,monterey,106270744,pancreas,7,community hospital of the monterey peninsula
2014,monterey,106270744,prostate,1,community hospital of the monterey peninsula
2014,monterey,106270744,rectum,14,community hospital of the monterey peninsula
2014,monterey,106270744,stomach,4,community hospital of the monterey peninsula
2015,monterey,106270744,breast,66,community hospital of the monterey peninsula
2015,monterey,106270744,liver,3,community hospital of the monterey peninsula
2015,monterey,106270744,pancreas,4,community hospital of the monterey peninsula
2015,monterey,106270744,prostate,1,community hospital of the monterey peninsula
2015,monterey,106270744,brain,9,community hospital of the monterey peninsula
2015,monterey,106270744,colon,27,community hospital of the monterey peninsula
2015,monterey,106270744,lung,18,community hospital of the monterey peninsula
2015,monterey,106270744,rectum,7,community hospital of the monterey peninsula
2015,monterey,106270744,stomach,6,community hospital of the monterey peninsula
2016,monterey,106270744,stomach,6,community hospital of the monterey peninsula
2016,monterey,106270744,rectum,19,community hospital of the monterey peninsula
2016,monterey,106270744,prostate,9,community hospital of the monterey peninsula
2016,monterey,106270744,pancreas,3,community hospital of the monterey peninsula
2016,monterey,106270744,lung,12,community hospital of the monterey peninsula
2016,monterey,106270744,liver,8,community hospital of the monterey peninsula
2016,monterey,106270744,esophagus,1,community hospital of the monterey peninsula
2016,monterey,106270744,colon,34,community hospital of the monterey peninsula
2016,monterey,106270744,breast,70,community hospital of the monterey peninsula
2016,monterey,106270744,brain,11,community hospital of the monterey peninsula
2016,monterey,106270744,bladder,1,community hospital of the monterey peninsula
2017,monterey,106270744,liver,3,community hospital of the monterey peninsula
2017,monterey,106270744,lung,13,community hospital of the monterey peninsula
2017,monterey,106270744,pancreas,4,community hospital of the monterey peninsula
2017,monterey,106270744,esophagus,2,community hospital of the monterey peninsula
2017,monterey,106270744,prostate,6,community hospital of the monterey peninsula
2017,monterey,106270744,stomach,5,community hospital of the monterey peninsula
2017,monterey,106270744,colon,47,community hospital of the monterey peninsula
2017,monterey,106270744,rectum,24,community hospital of the monterey peninsula
2017,monterey,106270744,breast,55,community hospital of the monterey peninsula
2017,monterey,106270744,brain,19,community hospital of the monterey peninsula
2017,monterey,106270744,bladder,1,community hospital of the monterey peninsula
2018,monterey,106270744,brain,14,community hospital of the monterey peninsula
2018,monterey,106270744,colon,35,community hospital of the monterey peninsula
2018,monterey,106270744,esophagus,5,community hospital of the monterey peninsula
2018,monterey,106270744,liver,3,community hospital of the monterey peninsula
2018,monterey,106270744,pancreas,5,community hospital of the monterey peninsula
2018,monterey,106270744,prostate,6,community hospital of the monterey peninsula
2018,monterey,106270744,rectum,11,community hospital of the monterey peninsula
2018,monterey,106270744,stomach,3,community hospital of the monterey peninsula
2018,monterey,106270744,lung,11,community hospital of the monterey peninsula
2018,monterey,106270744,breast,55,community hospital of the monterey peninsula
2019,monterey,106270744,brain,3,community hospital of the monterey peninsula
2019,monterey,106270744,breast,59,community hospital of the monterey peninsula
2019,monterey,106270744,colon,40,community hospital of the monterey peninsula
2019,monterey,106270744,liver,1,community hospital of the monterey peninsula
2019,monterey,106270744,lung,9,community hospital of the monterey peninsula
2019,monterey,106270744,pancreas,3,community hospital of the monterey peninsula
2019,monterey,106270744,rectum,21,community hospital of the monterey peninsula
2019,monterey,106270744,stomach,2,community hospital of the monterey peninsula
2019,monterey,106270744,esophagus,6,community hospital of the monterey peninsula
2019,monterey,106270744,prostate,10,community hospital of the monterey peninsula
2020,monterey,106270744,stomach,7,community hospital of the monterey peninsula
2020,monterey,106270744,liver,3,community hospital of the monterey peninsula
2020,monterey,106270744,brain,11,community hospital of the monterey peninsula
2020,monterey,106270744,lung,21,community hospital of the monterey peninsula
2020,monterey,106270744,pancreas,6,community hospital of the monterey peninsula
2020,monterey,106270744,rectum,9,community hospital of the monterey peninsula
2020,monterey,106270744,prostate,11,community hospital of the monterey peninsula
2020,monterey,106270744,colon,34,community hospital of the monterey peninsula
2020,monterey,106270744,breast,65,community hospital of the monterey peninsula
2020,monterey,106270744,esophagus,5,community hospital of the monterey peninsula
2021,monterey,106270744,rectum,14,community hospital of the monterey peninsula
2021,monterey,106270744,bladder,1,community hospital of the monterey peninsula
2021,monterey,106270744,breast,51,community hospital of the monterey peninsula
2021,monterey,106270744,stomach,3,community hospital of the monterey peninsula
2021,monterey,106270744,brain,7,community hospital of the monterey peninsula
2021,monterey,106270744,liver,1,community hospital of the monterey peninsula
2021,monterey,106270744,prostate,24,community hospital of the monterey peninsula
2021,monterey,106270744,colon,37,community hospital of the monterey peninsula
2021,monterey,106270744,pancreas,8,community hospital of the monterey peninsula
2021,monterey,106270744,lung,9,community hospital of the monterey peninsula
2021,monterey,106270744,esophagus,3,community hospital of the monterey peninsula
2022,monterey,106270744,brain,7,community hospital of the monterey peninsula
2022,monterey,106270744,colon,45,community hospital of the monterey peninsula
2022,monterey,106270744,stomach,2,community hospital of the monterey peninsula
2022,monterey,106270744,rectum,15,community hospital of the monterey peninsula
2022,monterey,106270744,pancreas,3,community hospital of the monterey peninsula
2022,monterey,106270744,esophagus,2,community hospital of the monterey peninsula
2022,monterey,106270744,lung,7,community hospital of the monterey peninsula
2022,monterey,106270744,breast,70,community hospital of the monterey peninsula
2022,monterey,106270744,prostate,4,community hospital of the monterey peninsula
2023,monterey,106270744,brain,11,community hospital of the monterey peninsula
2023,monterey,106270744,breast,62,community hospital of the monterey peninsula
2023,monterey,106270744,colon,37,community hospital of the monterey peninsula
2023,monterey,106270744,esophagus,4,community hospital of the monterey peninsula
2023,monterey,106270744,liver,4,community hospital of the monterey peninsula
2023,monterey,106270744,lung,9,community hospital of the monterey peninsula
2023,monterey,106270744,pancreas,7,community hospital of the monterey peninsula
2023,monterey,106270744,prostate,9,community hospital of the monterey peninsula
2023,monterey,106270744,rectum,16,community hospital of the monterey peninsula
2023,monterey,106270744,stomach,6,community hospital of the monterey peninsula
2013,monterey,106270777,colon,1,george l. mee memorial hospital
2013,monterey,106274043,breast,17,natividad medical center
2013,monterey,106274043,colon,2,natividad medical center
2013,monterey,106274043,prostate,1,natividad medical center
2013,monterey,106274043,rectum,1,natividad medical center
2013,monterey,106274043,stomach,1,natividad medical center
2014,monterey,106274043,breast,14,natividad medical center
2014,monterey,106274043,colon,7,natividad medical center
2014,monterey,106274043,rectum,3,natividad medical center
2015,monterey,106274043,breast,7,natividad medical center
2015,monterey,106274043,colon,6,natividad medical center
2015,monterey,106274043,lung,2,natividad medical center
2015,monterey,106274043,rectum,1,natividad medical center
2015,monterey,106274043,stomach,1,natividad medical center
2016,monterey,106274043,rectum,3,natividad medical center
2016,monterey,106274043,prostate,1,natividad medical center
2016,monterey,106274043,lung,2,natividad medical center
2016,monterey,106274043,liver,1,natividad medical center
2016,monterey,106274043,colon,6,natividad medical center
2016,monterey,106274043,breast,6,natividad medical center
2016,monterey,106274043,stomach,1,natividad medical center
2017,monterey,106274043,breast,10,natividad medical center
2017,monterey,106274043,colon,11,natividad medical center
2017,monterey,106274043,rectum,1,natividad medical center
2017,monterey,106274043,prostate,1,natividad medical center
2018,monterey,106274043,brain,1,natividad medical center
2018,monterey,106274043,breast,7,natividad medical center
2018,monterey,106274043,colon,7,natividad medical center
2018,monterey,106274043,rectum,2,natividad medical center
2019,monterey,106274043,breast,7,natividad medical center
2019,monterey,106274043,rectum,4,natividad medical center
2019,monterey,106274043,stomach,2,natividad medical center
2019,monterey,106274043,colon,4,natividad medical center
2020,monterey,106274043,colon,5,natividad medical center
2020,monterey,106274043,rectum,5,natividad medical center
2020,monterey,106274043,brain,2,natividad medical center
2020,monterey,106274043,liver,1,natividad medical center
2021,monterey,106274043,rectum,1,natividad medical center
2021,monterey,106274043,brain,2,natividad medical center
2021,monterey,106274043,breast,1,natividad medical center
2021,monterey,106274043,colon,4,natividad medical center
2021,monterey,106274043,stomach,1,natividad medical center
2022,monterey,106274043,rectum,1,natividad medical center
2022,monterey,106274043,brain,1,natividad medical center
2022,monterey,106274043,breast,2,natividad medical center
2022,monterey,106274043,colon,4,natividad medical center
2023,monterey,106274043,breast,3,natividad medical center
2023,monterey,106274043,colon,6,natividad medical center
2023,monterey,106274043,rectum,4,natividad medical center
2023,monterey,106274043,stomach,2,natividad medical center
2013,monterey,106270875,brain,8,salinas valley health medical center
2013,monterey,106270875,breast,78,salinas valley health medical center
2013,monterey,106270875,colon,15,salinas valley health medical center
2013,monterey,106270875,lung,12,salinas valley health medical center
2013,monterey,106270875,prostate,8,salinas valley health medical center
2013,monterey,106270875,rectum,5,salinas valley health medical center
2013,monterey,106270875,stomach,2,salinas valley health medical center
2014,monterey,106270875,brain,13,salinas valley health medical center
2014,monterey,106270875,breast,84,salinas valley health medical center
2014,monterey,106270875,colon,23,salinas valley health medical center
2014,monterey,106270875,lung,3,salinas valley health medical center
2014,monterey,106270875,pancreas,1,salinas valley health medical center
2014,monterey,106270875,prostate,3,salinas valley health medical center
2014,monterey,106270875,rectum,5,salinas valley health medical center
2014,monterey,106270875,stomach,3,salinas valley health medical center
2015,monterey,106270875,pancreas,1,salinas valley health medical center
2015,monterey,106270875,brain,6,salinas valley health medical center
2015,monterey,106270875,breast,62,salinas valley health medical center
2015,monterey,106270875,colon,17,salinas valley health medical center
2015,monterey,106270875,esophagus,2,salinas valley health medical center
2015,monterey,106270875,lung,7,salinas valley health medical center
2015,monterey,106270875,rectum,8,salinas valley health medical center
2015,monterey,106270875,stomach,3,salinas valley health medical center
2016,monterey,106270875,stomach,8,salinas valley health medical center
2016,monterey,106270875,rectum,10,salinas valley health medical center
2016,monterey,106270875,prostate,1,salinas valley health medical center
2016,monterey,106270875,pancreas,6,salinas valley health medical center
2016,monterey,106270875,lung,8,salinas valley health medical center
2016,monterey,106270875,liver,2,salinas valley health medical center
2016,monterey,106270875,colon,33,salinas valley health medical center
2016,monterey,106270875,breast,60,salinas valley health medical center
2016,monterey,106270875,brain,6,salinas valley health medical center
2017,monterey,106270875,colon,32,salinas valley health medical center
2017,monterey,106270875,breast,58,salinas valley health medical center
2017,monterey,106270875,brain,9,salinas valley health medical center
2017,monterey,106270875,liver,3,salinas valley health medical center
2017,monterey,106270875,lung,7,salinas valley health medical center
2017,monterey,106270875,pancreas,3,salinas valley health medical center
2017,monterey,106270875,rectum,10,salinas valley health medical center
2017,monterey,106270875,stomach,11,salinas valley health medical center
2018,monterey,106270875,brain,10,salinas valley health medical center
2018,monterey,106270875,colon,26,salinas valley health medical center
2018,monterey,106270875,lung,8,salinas valley health medical center
2018,monterey,106270875,stomach,5,salinas valley health medical center
2018,monterey,106270875,pancreas,2,salinas valley health medical center
2018,monterey,106270875,prostate,1,salinas valley health medical center
2018,monterey,106270875,rectum,1,salinas valley health medical center
2018,monterey,106270875,breast,64,salinas valley health medical center
2019,monterey,106270875,brain,5,salinas valley health medical center
2019,monterey,106270875,colon,31,salinas valley health medical center
2019,monterey,106270875,lung,6,salinas valley health medical center
2019,monterey,106270875,pancreas,3,salinas valley health medical center
2019,monterey,106270875,rectum,14,salinas valley health medical center
2019,monterey,106270875,stomach,8,salinas valley health medical center
2019,monterey,106270875,breast,88,salinas valley health medical center
2019,monterey,106270875,liver,1,salinas valley health medical center
2020,monterey,106270875,lung,4,salinas valley health medical center
2020,monterey,106270875,rectum,5,salinas valley health medical center
2020,monterey,106270875,stomach,1,salinas valley health medical center
2020,monterey,106270875,brain,9,salinas valley health medical center
2020,monterey,106270875,pancreas,1,salinas valley health medical center
2020,monterey,106270875,colon,25,salinas valley health medical center
2020,monterey,106270875,breast,86,salinas valley health medical center
2021,monterey,106270875,brain,9,salinas valley health medical center
2021,monterey,106270875,breast,90,salinas valley health medical center
2021,monterey,106270875,liver,1,salinas valley health medical center
2021,monterey,106270875,colon,22,salinas valley health medical center
2021,monterey,106270875,stomach,10,salinas valley health medical center
2021,monterey,106270875,lung,1,salinas valley health medical center
2021,monterey,106270875,pancreas,2,salinas valley health medical center
2021,monterey,106270875,prostate,2,salinas valley health medical center
2021,monterey,106270875,rectum,5,salinas valley health medical center
2022,monterey,106270875,rectum,10,salinas valley health medical center
2022,monterey,106270875,stomach,2,salinas valley health medical center
2022,monterey,106270875,prostate,2,salinas valley health medical center
2022,monterey,106270875,lung,6,salinas valley health medical center
2022,monterey,106270875,colon,24,salinas valley health medical center
2022,monterey,106270875,breast,109,salinas valley health medical center
2022,monterey,106270875,brain,5,salinas valley health medical center
2023,monterey,106270875,brain,5,salinas valley health medical center
2023,monterey,106270875,breast,135,salinas valley health medical center
2023,monterey,106270875,colon,23,salinas valley health medical center
2023,monterey,106270875,lung,4,salinas valley health medical center
2023,monterey,106270875,prostate,3,salinas valley health medical center
2023,monterey,106270875,rectum,14,salinas valley health medical center
2023,monterey,106270875,stomach,3,salinas valley health medical center
2013,napa,106281078,breast,16,adventist health st. helena
2013,napa,106281078,colon,8,adventist health st. helena
2013,napa,106281078,esophagus,3,adventist health st. helena
2013,napa,106281078,lung,13,adventist health st. helena
2013,napa,106281078,pancreas,1,adventist health st. helena
2014,napa,106281078,lung,18,adventist health st. helena
2014,napa,106281078,colon,7,adventist health st. helena
2014,napa,106281078,breast,17,adventist health st. helena
2014,napa,106281078,esophagus,1,adventist health st. helena
2014,napa,106281078,pancreas,1,adventist health st. helena
2014,napa,106281078,rectum,4,adventist health st. helena
2014,napa,106281078,stomach,1,adventist health st. helena
2015,napa,106281078,esophagus,1,adventist health st. helena
2015,napa,106281078,breast,8,adventist health st. helena
2015,napa,106281078,colon,7,adventist health st. helena
2015,napa,106281078,lung,18,adventist health st. helena
2015,napa,106281078,rectum,2,adventist health st. helena
2015,napa,106281078,stomach,1,adventist health st. helena
2016,napa,106281078,stomach,1,adventist health st. helena
2016,napa,106281078,rectum,8,adventist health st. helena
2016,napa,106281078,prostate,1,adventist health st. helena
2016,napa,106281078,lung,25,adventist health st. helena
2016,napa,106281078,esophagus,3,adventist health st. helena
2016,napa,106281078,colon,13,adventist health st. helena
2016,napa,106281078,breast,15,adventist health st. helena
2017,napa,106281078,lung,16,adventist health st. helena
2017,napa,106281078,liver,3,adventist health st. helena
2017,napa,106281078,colon,12,adventist health st. helena
2017,napa,106281078,stomach,1,adventist health st. helena
2017,napa,106281078,rectum,9,adventist health st. helena
2017,napa,106281078,esophagus,3,adventist health st. helena
2017,napa,106281078,breast,12,adventist health st. helena
2018,napa,106281078,colon,12,adventist health st. helena
2018,napa,106281078,breast,26,adventist health st. helena
2018,napa,106281078,lung,21,adventist health st. helena
2018,napa,106281078,prostate,1,adventist health st. helena
2018,napa,106281078,rectum,6,adventist health st. helena
2019,napa,106281078,colon,8,adventist health st. helena
2019,napa,106281078,esophagus,4,adventist health st. helena
2019,napa,106281078,liver,1,adventist health st. helena
2019,napa,106281078,pancreas,1,adventist health st. helena
2019,napa,106281078,rectum,7,adventist health st. helena
2019,napa,106281078,breast,19,adventist health st. helena
2019,napa,106281078,lung,15,adventist health st. helena
2020,napa,106281078,esophagus,2,adventist health st. helena
2020,napa,106281078,breast,20,adventist health st. helena
2020,napa,106281078,liver,2,adventist health st. helena
2020,napa,106281078,prostate,1,adventist health st. helena
2020,napa,106281078,rectum,1,adventist health st. helena
2020,napa,106281078,lung,15,adventist health st. helena
2020,napa,106281078,colon,5,adventist health st. helena
2021,napa,106281078,breast,53,adventist health st. helena
2021,napa,106281078,esophagus,3,adventist health st. helena
2021,napa,106281078,colon,10,adventist health st. helena
2021,napa,106281078,liver,1,adventist health st. helena
2021,napa,106281078,lung,12,adventist health st. helena
2021,napa,106281078,rectum,7,adventist health st. helena
2021,napa,106281078,stomach,1,adventist health st. helena
2022,napa,106281078,stomach,1,adventist health st. helena
2022,napa,106281078,rectum,8,adventist health st. helena
2022,napa,106281078,prostate,1,adventist health st. helena
2022,napa,106281078,pancreas,1,adventist health st. helena
2022,napa,106281078,lung,17,adventist health st. helena
2022,napa,106281078,liver,1,adventist health st. helena
2022,napa,106281078,colon,12,adventist health st. helena
2022,napa,106281078,breast,37,adventist health st. helena
2023,napa,106281078,breast,5,adventist health st. helena
2023,napa,106281078,colon,8,adventist health st. helena
2023,napa,106281078,liver,1,adventist health st. helena
2023,napa,106281078,lung,22,adventist health st. helena
2023,napa,106281078,rectum,4,adventist health st. helena
2023,napa,106281078,stomach,1,adventist health st. helena
2013,napa,106281047,breast,62,providence queen of the valley medical center
2013,napa,106281047,brain,4,providence queen of the valley medical center
2013,napa,106281047,colon,14,providence queen of the valley medical center
2013,napa,106281047,esophagus,1,providence queen of the valley medical center
2013,napa,106281047,lung,13,providence queen of the valley medical center
2013,napa,106281047,prostate,17,providence queen of the valley medical center
2013,napa,106281047,rectum,4,providence queen of the valley medical center
2013,napa,106281047,stomach,3,providence queen of the valley medical center
2014,napa,106281047,bladder,4,providence queen of the valley medical center
2014,napa,106281047,brain,2,providence queen of the valley medical center
2014,napa,106281047,breast,44,providence queen of the valley medical center
2014,napa,106281047,colon,11,providence queen of the valley medical center
2014,napa,106281047,esophagus,1,providence queen of the valley medical center
2014,napa,106281047,lung,8,providence queen of the valley medical center
2014,napa,106281047,prostate,16,providence queen of the valley medical center
2014,napa,106281047,rectum,5,providence queen of the valley medical center
2014,napa,106281047,stomach,1,providence queen of the valley medical center
2015,napa,106281047,bladder,1,providence queen of the valley medical center
2015,napa,106281047,brain,3,providence queen of the valley medical center
2015,napa,106281047,breast,34,providence queen of the valley medical center
2015,napa,106281047,colon,9,providence queen of the valley medical center
2015,napa,106281047,esophagus,2,providence queen of the valley medical center
2015,napa,106281047,lung,6,providence queen of the valley medical center
2015,napa,106281047,prostate,6,providence queen of the valley medical center
2015,napa,106281047,rectum,1,providence queen of the valley medical center
2015,napa,106281047,stomach,1,providence queen of the valley medical center
2016,napa,106281047,rectum,3,providence queen of the valley medical center
2016,napa,106281047,prostate,8,providence queen of the valley medical center
2016,napa,106281047,pancreas,1,providence queen of the valley medical center
2016,napa,106281047,lung,9,providence queen of the valley medical center
2016,napa,106281047,liver,3,providence queen of the valley medical center
2016,napa,106281047,colon,11,providence queen of the valley medical center
2016,napa,106281047,breast,37,providence queen of the valley medical center
2016,napa,106281047,brain,2,providence queen of the valley medical center
2017,napa,106281047,liver,1,providence queen of the valley medical center
2017,napa,106281047,rectum,2,providence queen of the valley medical center
2017,napa,106281047,colon,12,providence queen of the valley medical center
2017,napa,106281047,breast,45,providence queen of the valley medical center
2017,napa,106281047,brain,1,providence queen of the valley medical center
2017,napa,106281047,stomach,2,providence queen of the valley medical center
2017,napa,106281047,prostate,12,providence queen of the valley medical center
2017,napa,106281047,lung,9,providence queen of the valley medical center
2018,napa,106281047,bladder,1,providence queen of the valley medical center
2018,napa,106281047,brain,2,providence queen of the valley medical center
2018,napa,106281047,breast,65,providence queen of the valley medical center
2018,napa,106281047,colon,9,providence queen of the valley medical center
2018,napa,106281047,liver,2,providence queen of the valley medical center
2018,napa,106281047,lung,5,providence queen of the valley medical center
2018,napa,106281047,prostate,11,providence queen of the valley medical center
2019,napa,106281047,brain,8,providence queen of the valley medical center
2019,napa,106281047,colon,5,providence queen of the valley medical center
2019,napa,106281047,prostate,10,providence queen of the valley medical center
2019,napa,106281047,rectum,4,providence queen of the valley medical center
2019,napa,106281047,breast,50,providence queen of the valley medical center
2019,napa,106281047,lung,1,providence queen of the valley medical center
2020,napa,106281047,liver,1,providence queen of the valley medical center
2020,napa,106281047,colon,15,providence queen of the valley medical center
2020,napa,106281047,lung,8,providence queen of the valley medical center
2020,napa,106281047,rectum,5,providence queen of the valley medical center
