year,county,hospital,oshpd_id,performance_measure,risk_adjusted_rate,#_of_adverse_events,#_of_cases,hospital_rating
2013,sacramento,methodist hospital of sacramento,106340951,30-day readmission,14.4,374.0,57.0,as expected
2013,sacramento,methodist hospital of sacramento,106340951,30-day mortality,12.53,404.0,44.0,as expected
2014,sacramento,methodist hospital of sacramento,106340951,30-day readmission,13.02,49.0,357.0,as expected
2014,sacramento,methodist hospital of sacramento,106340951,30-day mortality,10.51,31.0,369.0,as expected
2011,sacramento,sutter general hospital,106341051,30-day readmission,12.19,45.0,363.0,as expected
2011,sacramento,sutter general hospital,106341051,30-day mortality,12.89,47.0,387.0,as expected
2012,sacramento,sutter general hospital,106341051,30-day readmission,11.17,46.0,419.0,as expected
2012,sacramento,sutter general hospital,106341051,30-day mortality,11.91,42.0,437.0,as expected
2013,sacramento,sutter general hospital,106341051,30-day readmission,7.64,417.0,30.0,better
2013,sacramento,sutter general hospital,106341051,30-day mortality,10.73,445.0,38.0,as expected
2014,sacramento,sutter general hospital,106341051,30-day readmission,5.68,20.0,366.0,better
2014,sacramento,sutter general hospital,106341051,30-day mortality,11.97,43.0,384.0,as expected
2011,sacramento,sutter memorial hospital,106341052,30-day readmission,10.96,18.0,163.0,as expected
2011,sacramento,sutter memorial hospital,106341052,30-day mortality,9.15,14.0,172.0,as expected
2012,sacramento,sutter memorial hospital,106341052,30-day readmission,10.28,16.0,154.0,as expected
2012,sacramento,sutter memorial hospital,106341052,30-day mortality,9.58,14.0,162.0,as expected
2013,sacramento,sutter memorial hospital,106341052,30-day readmission,11.76,141.0,17.0,as expected
2013,sacramento,sutter memorial hospital,106341052,30-day mortality,10.49,158.0,16.0,as expected
2014,sacramento,sutter memorial hospital,106341052,30-day readmission,12.19,16.0,128.0,as expected
2014,sacramento,sutter memorial hospital,106341052,30-day mortality,9.29,12.0,133.0,as expected
2011,sacramento,uc davis medical center,106341006,30-day readmission,12.99,45.0,372.0,as expected
2011,sacramento,uc davis medical center,106341006,30-day mortality,13.22,37.0,397.0,as expected
2012,sacramento,uc davis medical center,106341006,30-day readmission,13.02,51.0,413.0,as expected
2012,sacramento,uc davis medical center,106341006,30-day mortality,11.64,37.0,439.0,as expected
2013,sacramento,uc davis medical center,106341006,30-day readmission,11.85,462.0,52.0,as expected
2013,sacramento,uc davis medical center,106341006,30-day mortality,10.17,509.0,41.0,as expected
2014,sacramento,uc davis medical center,106341006,30-day readmission,11.37,50.0,449.0,as expected
2014,sacramento,uc davis medical center,106341006,30-day mortality,9.94,40.0,476.0,as expected
2011,san benito,hazel hawkins memorial hospital,106350784,30-day readmission,12.84,5.0,45.0,as expected
2011,san benito,hazel hawkins memorial hospital,106350784,30-day mortality,22.12,9.0,48.0,as expected
2012,san benito,hazel hawkins memorial hospital,106350784,30-day readmission,12.01,4.0,38.0,as expected
2012,san benito,hazel hawkins memorial hospital,106350784,30-day mortality,14.6,7.0,41.0,as expected
2013,san benito,hazel hawkins memorial hospital,106350784,30-day readmission,13.6,36.0,4.0,as expected
2013,san benito,hazel hawkins memorial hospital,106350784,30-day mortality,13.3,40.0,5.0,as expected
2014,san benito,hazel hawkins memorial hospital,106350784,30-day readmission,14.1,5.0,42.0,as expected
2014,san benito,hazel hawkins memorial hospital,106350784,30-day mortality,12.94,4.0,43.0,as expected
2011,san bernardino,arrowhead regional medical center,106364231,30-day readmission,15.43,57.0,418.0,as expected
2011,san bernardino,arrowhead regional medical center,106364231,30-day mortality,15.65,25.0,433.0,as expected
2012,san bernardino,arrowhead regional medical center,106364231,30-day readmission,12.92,50.0,443.0,as expected
2012,san bernardino,arrowhead regional medical center,106364231,30-day mortality,11.63,21.0,452.0,as expected
2013,san bernardino,arrowhead regional medical center,106364231,30-day readmission,13.08,427.0,51.0,as expected
2013,san bernardino,arrowhead regional medical center,106364231,30-day mortality,10.01,447.0,25.0,as expected
2014,san bernardino,arrowhead regional medical center,106364231,30-day readmission,12.71,38.0,326.0,as expected
2014,san bernardino,arrowhead regional medical center,106364231,30-day mortality,8.86,18.0,336.0,as expected
2011,san bernardino,barstow community hospital,10636443,30-day readmission,23.03,13.0,61.0,as expected
2011,san bernardino,barstow community hospital,10636443,30-day mortality,9.32,3.0,61.0,as expected
2012,san bernardino,barstow community hospital,10636443,30-day readmission,16.49,15.0,87.0,as expected
2012,san bernardino,barstow community hospital,10636443,30-day mortality,12.56,7.0,87.0,as expected
2013,san bernardino,barstow community hospital,10636443,30-day readmission,10.14,93.0,10.0,as expected
2013,san bernardino,barstow community hospital,10636443,30-day mortality,17.04,97.0,12.0,as expected
2014,san bernardino,barstow community hospital,10636443,30-day readmission,11.65,9.0,75.0,as expected
2014,san bernardino,barstow community hospital,10636443,30-day mortality,15.14,7.0,77.0,as expected
2011,san bernardino,chino valley medical center,106361144,30-day readmission,11.3,13.0,104.0,as expected
2011,san bernardino,chino valley medical center,106361144,30-day mortality,7.61,5.0,107.0,as expected
2012,san bernardino,chino valley medical center,106361144,30-day readmission,12.91,12.0,86.0,as expected
2012,san bernardino,chino valley medical center,106361144,30-day mortality,3.56,2.0,88.0,as expected
2013,san bernardino,chino valley medical center,106361144,30-day readmission,9.85,65.0,7.0,as expected
2013,san bernardino,chino valley medical center,106361144,30-day mortality,6.68,70.0,4.0,as expected
2014,san bernardino,chino valley medical center,106361144,30-day readmission,9.26,5.0,50.0,as expected
2014,san bernardino,chino valley medical center,106361144,30-day mortality,9.28,4.0,51.0,as expected
2011,san bernardino,community hospital of san bernardino,106361323,30-day readmission,12.11,8.0,65.0,as expected
2011,san bernardino,community hospital of san bernardino,106361323,30-day mortality,15.43,7.0,68.0,as expected
2012,san bernardino,community hospital of san bernardino,106361323,30-day readmission,13.12,5.0,38.0,as expected
2012,san bernardino,community hospital of san bernardino,106361323,30-day mortality,4.13,1.0,39.0,as expected
2013,san bernardino,community hospital of san bernardino,106361323,30-day readmission,17.0,31.0,5.0,as expected
2013,san bernardino,community hospital of san bernardino,106361323,30-day mortality,6.74,38.0,2.0,as expected
2014,san bernardino,community hospital of san bernardino,106361323,30-day readmission,20.5,9.0,49.0,as expected
2014,san bernardino,community hospital of san bernardino,106361323,30-day mortality,11.94,4.0,52.0,as expected
2011,san bernardino,desert valley hospital,106364144,30-day readmission,16.42,42.0,219.0,as expected
2011,san bernardino,desert valley hospital,106364144,30-day mortality,8.29,17.0,223.0,as expected
2012,san bernardino,desert valley hospital,106364144,30-day readmission,13.22,38.0,241.0,as expected
2012,san bernardino,desert valley hospital,106364144,30-day mortality,4.42,9.0,245.0,better
2013,san bernardino,desert valley hospital,106364144,30-day readmission,11.9,226.0,33.0,as expected
2013,san bernardino,desert valley hospital,106364144,30-day mortality,4.76,230.0,9.0,better
2014,san bernardino,desert valley hospital,106364144,30-day readmission,12.41,31.0,195.0,as expected
2014,san bernardino,desert valley hospital,106364144,30-day mortality,5.86,9.0,195.0,as expected
2011,san bernardino,hi-desert medical center,106362041,30-day readmission,18.77,18.0,106.0,as expected
2011,san bernardino,hi-desert medical center,106362041,30-day mortality,18.5,18.0,111.0,worse
2012,san bernardino,hi-desert medical center,106362041,30-day readmission,18.32,13.0,76.0,as expected
2012,san bernardino,hi-desert medical center,106362041,30-day mortality,13.86,9.0,82.0,as expected
2013,san bernardino,hi-desert medical center,106362041,30-day readmission,16.49,44.0,7.0,as expected
2013,san bernardino,hi-desert medical center,106362041,30-day mortality,9.3,48.0,4.0,as expected
2011,san bernardino,kaiser foundation hospital â fontana,106361223,30-day readmission,14.13,68.0,457.0,as expected
2011,san bernardino,kaiser foundation hospital â fontana,106361223,30-day mortality,9.27,37.0,476.0,as expected
2012,san bernardino,kaiser foundation hospital â fontana,106361223,30-day readmission,12.98,64.0,468.0,as expected
2012,san bernardino,kaiser foundation hospital â fontana,106361223,30-day mortality,10.59,45.0,491.0,as expected
2013,san bernardino,kaiser foundation hospital â fontana,106361223,30-day readmission,10.94,506.0,59.0,as expected
2013,san bernardino,kaiser foundation hospital â fontana,106361223,30-day mortality,11.43,554.0,56.0,as expected
2014,san bernardino,kaiser foundation hospital â fontana,106361223,30-day readmission,9.27,47.0,482.0,as expected
2014,san bernardino,kaiser foundation hospital â fontana,106361223,30-day mortality,11.97,54.0,510.0,as expected
2011,san bernardino,loma linda university medical center,106361246,30-day readmission,12.6,62.0,502.0,as expected
2011,san bernardino,loma linda university medical center,106361246,30-day mortality,11.47,61.0,534.0,as expected
2012,san bernardino,loma linda university medical center,106361246,30-day readmission,10.79,60.0,563.0,as expected
2012,san bernardino,loma linda university medical center,106361246,30-day mortality,12.26,72.0,601.0,as expected
2013,san bernardino,loma linda university medical center,106361246,30-day readmission,9.22,514.0,45.0,as expected
2013,san bernardino,loma linda university medical center,106361246,30-day mortality,13.54,580.0,70.0,worse
2014,san bernardino,loma linda university medical center,106361246,30-day readmission,11.86,55.0,482.0,as expected
2014,san bernardino,loma linda university medical center,106361246,30-day mortality,11.77,59.0,527.0,as expected
2011,san bernardino,montclair hospital medical center,106361166,30-day readmission,26.14,9.0,36.0,as expected
2011,san bernardino,montclair hospital medical center,106361166,30-day mortality,0.0,0.0,36.0,as expected
2011,san bernardino,redlands community hospital,106361308,30-day readmission,10.41,26.0,259.0,as expected
2011,san bernardino,redlands community hospital,106361308,30-day mortality,9.55,29.0,271.0,as expected
2012,san bernardino,redlands community hospital,106361308,30-day readmission,12.08,34.0,288.0,as expected
2012,san bernardino,redlands community hospital,106361308,30-day mortality,10.85,36.0,305.0,as expected
2013,san bernardino,redlands community hospital,106361308,30-day readmission,9.88,294.0,29.0,as expected
2013,san bernardino,redlands community hospital,106361308,30-day mortality,11.02,316.0,40.0,as expected
2014,san bernardino,redlands community hospital,106361308,30-day readmission,8.26,22.0,256.0,as expected
2014,san bernardino,redlands community hospital,106361308,30-day mortality,10.65,32.0,261.0,as expected
2011,san bernardino,saint bernadine medical center,106361339,30-day readmission,9.93,28.0,280.0,as expected
2011,san bernardino,saint bernadine medical center,106361339,30-day mortality,12.54,27.0,293.0,as expected
2012,san bernardino,saint bernadine medical center,106361339,30-day readmission,13.01,30.0,225.0,as expected
2012,san bernardino,saint bernadine medical center,106361339,30-day mortality,9.68,17.0,232.0,as expected
2013,san bernardino,saint bernadine medical center,106361339,30-day readmission,13.35,249.0,33.0,as expected
2013,san bernardino,saint bernadine medical center,106361339,30-day mortality,11.57,269.0,26.0,as expected
2014,san bernardino,saint bernadine medical center,106361339,30-day readmission,12.82,31.0,255.0,as expected
2014,san bernardino,saint bernadine medical center,106361339,30-day mortality,11.67,24.0,264.0,as expected
2011,san bernardino,saint mary regional medical center,106361343,30-day readmission,12.92,51.0,408.0,as expected
2011,san bernardino,saint mary regional medical center,106361343,30-day mortality,8.48,23.0,416.0,as expected
2012,san bernardino,saint mary regional medical center,106361343,30-day readmission,14.27,53.0,376.0,as expected
2012,san bernardino,saint mary regional medical center,106361343,30-day mortality,9.54,25.0,388.0,as expected
2013,san bernardino,saint mary regional medical center,106361343,30-day readmission,15.18,336.0,54.0,as expected
